study,task,n,k,threshold_test,stopping,nominal_alpha,effect,step_quantile,replicates,split_rate,ci_low,ci_high,seconds_per_fit,budget_note
stageb_only,regression,500,64,bonferroni_fixed,adaptive,0.5,0.8,0.5,200,1.0,1.0,1.0,0.0022143780249999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,64,bonferroni_fixed,exhaustive,0.02,0.0,0.5,500,0.0,0.0,0.0,0.0157364321519999,fixed 999 per candidate
stageb_only,regression,500,64,bonferroni_fixed,exhaustive,0.02,0.2,0.5,200,0.0,0.0,0.0,0.0262007923449999,fixed 999 per candidate
stageb_only,regression,500,64,bonferroni_fixed,exhaustive,0.02,0.4,0.5,200,0.0,0.0,0.0,0.0318818863699999,fixed 999 per candidate
stageb_only,regression,500,64,bonferroni_fixed,exhaustive,0.02,0.8,0.5,200,0.0,0.0,0.0,0.0322076754799999,fixed 999 per candidate
stageb_only,regression,500,64,bonferroni_fixed,exhaustive,0.05,0.0,0.5,500,0.0,0.0,0.0,0.0157090525019999,fixed 999 per candidate
stageb_only,regression,500,64,bonferroni_fixed,exhaustive,0.05,0.2,0.5,200,0.0,0.0,0.0,0.02622103312,fixed 999 per candidate
stageb_only,regression,500,64,bonferroni_fixed,exhaustive,0.05,0.4,0.5,200,0.0,0.0,0.0,0.0321460963750001,fixed 999 per candidate
stageb_only,regression,500,64,bonferroni_fixed,exhaustive,0.05,0.8,0.5,200,0.0,0.0,0.0,0.0322079186599998,fixed 999 per candidate
stageb_only,regression,500,64,bonferroni_fixed,exhaustive,0.1,0.0,0.5,500,0.024,0.0105846626281706,0.0374153373718293,0.0150016300439999,fixed 999 per candidate
stageb_only,regression,500,64,bonferroni_fixed,exhaustive,0.1,0.2,0.5,200,0.195,0.1400893835401568,0.2499106164598432,0.0205945108749997,fixed 999 per candidate
stageb_only,regression,500,64,bonferroni_fixed,exhaustive,0.1,0.4,0.5,200,0.87,0.823390721953671,0.916609278046329,0.0058820240549999,fixed 999 per candidate
stageb_only,regression,500,64,bonferroni_fixed,exhaustive,0.1,0.8,0.5,200,1.0,1.0,1.0,0.002071436475,fixed 999 per candidate
stageb_only,regression,500,64,bonferroni_fixed,exhaustive,0.2,0.0,0.5,500,0.046,0.0276378228741796,0.0643621771258203,0.0143345178219999,fixed 999 per candidate
stageb_only,regression,500,64,bonferroni_fixed,exhaustive,0.2,0.2,0.5,200,0.34,0.2743473138401786,0.4056526861598214,0.015952810375,fixed 999 per candidate
stageb_only,regression,500,64,bonferroni_fixed,exhaustive,0.2,0.4,0.5,200,0.95,0.919794371385452,0.980205628614548,0.0032772404600001,fixed 999 per candidate
stageb_only,regression,500,64,bonferroni_fixed,exhaustive,0.2,0.8,0.5,200,1.0,1.0,1.0,0.002074090625,fixed 999 per candidate
stageb_only,regression,500,64,bonferroni_fixed,exhaustive,0.35,0.0,0.5,500,0.058,0.0375114833333401,0.0784885166666598,0.0139576037619999,fixed 999 per candidate
stageb_only,regression,500,64,bonferroni_fixed,exhaustive,0.35,0.2,0.5,200,0.405,0.336965833583412,0.4730341664165881,0.0139820958249998,fixed 999 per candidate
stageb_only,regression,500,64,bonferroni_fixed,exhaustive,0.35,0.4,0.5,200,0.965,0.9395294248200006,0.9904705751799994,0.002815366785,fixed 999 per candidate
stageb_only,regression,500,64,bonferroni_fixed,exhaustive,0.35,0.8,0.5,200,1.0,1.0,1.0,0.0020766301699998,fixed 999 per candidate
stageb_only,regression,500,64,bonferroni_fixed,exhaustive,0.5,0.0,0.5,500,0.094,0.0684200851291486,0.1195799148708513,0.0128968706059999,fixed 999 per candidate
stageb_only,regression,500,64,bonferroni_fixed,exhaustive,0.5,0.2,0.5,200,0.435,0.3662915856681294,0.5037084143318706,0.013082399845,fixed 999 per candidate
stageb_only,regression,500,64,bonferroni_fixed,exhaustive,0.5,0.4,0.5,200,0.97,0.946357817359643,0.993642182640357,0.0026618068999999,fixed 999 per candidate
stageb_only,regression,500,64,bonferroni_fixed,exhaustive,0.5,0.8,0.5,200,1.0,1.0,1.0,0.0020776087450002,fixed 999 per candidate
stageb_only,regression,500,256,bonferroni_fixed,adaptive,0.02,0.0,0.5,500,0.006,0.0,0.0127692396027914,0.67951190724,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,256,bonferroni_fixed,adaptive,0.02,0.2,0.5,200,0.095,0.0543624828514339,0.135637517148566,1.0317212684549997,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,256,bonferroni_fixed,adaptive,0.02,0.4,0.5,200,0.725,0.663116278392456,0.7868837216075439,0.3891329319049998,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,256,bonferroni_fixed,adaptive,0.02,0.8,0.5,200,1.0,1.0,1.0,0.009143717485,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,256,bonferroni_fixed,adaptive,0.05,0.0,0.5,500,0.01,0.0012785505791755,0.0187214494208245,0.2750655349019998,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,256,bonferroni_fixed,adaptive,0.05,0.2,0.5,200,0.145,0.0962013135422683,0.1937986864577316,0.3912356468949997,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,256,bonferroni_fixed,adaptive,0.05,0.4,0.5,200,0.785,0.7280629277184013,0.8419370722815988,0.1250130044100001,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,256,bonferroni_fixed,adaptive,0.05,0.8,0.5,200,1.0,1.0,1.0,0.0057905394800002,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,256,bonferroni_fixed,adaptive,0.1,0.0,0.5,500,0.012,0.0024557860878959,0.021544213912104,0.140562131522,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,256,bonferroni_fixed,adaptive,0.1,0.2,0.5,200,0.175,0.1223392461124985,0.2276607538875014,0.1920488900450004,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,256,bonferroni_fixed,adaptive,0.1,0.4,0.5,200,0.855,0.8062013135422683,0.9037986864577316,0.044731394255001,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,256,bonferroni_fixed,adaptive,0.1,0.8,0.5,200,1.0,1.0,1.0,0.0046628015850001,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,256,bonferroni_fixed,adaptive,0.2,0.0,0.5,500,0.028,0.0135395030790778,0.0424604969209221,0.0724723348299999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,256,bonferroni_fixed,adaptive,0.2,0.2,0.5,200,0.235,0.1762367614915583,0.2937632385084416,0.0929372508250003,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,256,bonferroni_fixed,adaptive,0.2,0.4,0.5,200,0.89,0.8466356920959184,0.9333643079040816,0.0198449018299993,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,256,bonferroni_fixed,adaptive,0.2,0.8,0.5,200,1.0,1.0,1.0,0.0042710659750002,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,256,bonferroni_fixed,adaptive,0.35,0.0,0.5,500,0.03,0.0150473707997556,0.0449526292002443,0.0585561089339998,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,256,bonferroni_fixed,adaptive,0.35,0.2,0.5,200,0.245,0.1853929551143491,0.3046070448856509,0.074115705355,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,256,bonferroni_fixed,adaptive,0.35,0.4,0.5,200,0.9,0.8584221212662311,0.941577878733769,0.0153792675699992,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,256,bonferroni_fixed,adaptive,0.35,0.8,0.5,200,1.0,1.0,1.0,0.0041149214049994,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,256,bonferroni_fixed,adaptive,0.5,0.0,0.5,500,0.03,0.0150473707997556,0.0449526292002443,0.059453492052,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,256,bonferroni_fixed,adaptive,0.5,0.2,0.5,200,0.245,0.1853929551143491,0.3046070448856509,0.0761937969049995,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,256,bonferroni_fixed,adaptive,0.5,0.4,0.5,200,0.9,0.8584221212662311,0.941577878733769,0.0156541303350002,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,256,bonferroni_fixed,adaptive,0.5,0.8,0.5,200,1.0,1.0,1.0,0.0041051184650007,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,256,bonferroni_fixed,exhaustive,0.02,0.0,0.5,500,0.0,0.0,0.0,0.0600389608339996,fixed 999 per candidate
stageb_only,regression,500,256,bonferroni_fixed,exhaustive,0.02,0.2,0.5,200,0.0,0.0,0.0,0.1016584572649992,fixed 999 per candidate
stageb_only,regression,500,256,bonferroni_fixed,exhaustive,0.02,0.4,0.5,200,0.0,0.0,0.0,0.1234392026650005,fixed 999 per candidate
stageb_only,regression,500,256,bonferroni_fixed,exhaustive,0.02,0.8,0.5,200,0.0,0.0,0.0,0.1247873761900007,fixed 999 per candidate
stageb_only,regression,500,256,bonferroni_fixed,exhaustive,0.05,0.0,0.5,500,0.0,0.0,0.0,0.0601635423899997,fixed 999 per candidate
stageb_only,regression,500,256,bonferroni_fixed,exhaustive,0.05,0.2,0.5,200,0.0,0.0,0.0,0.1012020081550008,fixed 999 per candidate
stageb_only,regression,500,256,bonferroni_fixed,exhaustive,0.05,0.4,0.5,200,0.0,0.0,0.0,0.1239982805549993,fixed 999 per candidate
stageb_only,regression,500,256,bonferroni_fixed,exhaustive,0.05,0.8,0.5,200,0.0,0.0,0.0,0.1247018765550001,fixed 999 per candidate
stageb_only,regression,500,256,bonferroni_fixed,exhaustive,0.1,0.0,0.5,500,0.0,0.0,0.0,0.0599379192839996,fixed 999 per candidate
stageb_only,regression,500,256,bonferroni_fixed,exhaustive,0.1,0.2,0.5,200,0.0,0.0,0.0,0.1014822283199998,fixed 999 per candidate
stageb_only,regression,500,256,bonferroni_fixed,exhaustive,0.1,0.4,0.5,200,0.0,0.0,0.0,0.1233780329850003,fixed 999 per candidate
stageb_only,regression,500,256,bonferroni_fixed,exhaustive,0.1,0.8,0.5,200,0.0,0.0,0.0,0.12508150505,fixed 999 per candidate
stageb_only,regression,500,256,bonferroni_fixed,exhaustive,0.2,0.0,0.5,500,0.0,0.0,0.0,0.0598875743200001,fixed 999 per candidate
stageb_only,regression,500,256,bonferroni_fixed,exhaustive,0.2,0.2,0.5,200,0.0,0.0,0.0,0.101150645135001,fixed 999 per candidate
stageb_only,regression,500,256,bonferroni_fixed,exhaustive,0.2,0.4,0.5,200,0.0,0.0,0.0,0.1237503433400002,fixed 999 per candidate
stageb_only,regression,500,256,bonferroni_fixed,exhaustive,0.2,0.8,0.5,200,0.0,0.0,0.0,0.1246617408999998,fixed 999 per candidate
stageb_only,regression,500,256,bonferroni_fixed,exhaustive,0.35,0.0,0.5,500,0.03,0.0150473707997556,0.0449526292002443,0.0570053982960002,fixed 999 per candidate
stageb_only,regression,500,256,bonferroni_fixed,exhaustive,0.35,0.2,0.5,200,0.245,0.1853929551143491,0.3046070448856509,0.0715810068099995,fixed 999 per candidate
stageb_only,regression,500,256,bonferroni_fixed,exhaustive,0.35,0.4,0.5,200,0.9,0.8584221212662311,0.941577878733769,0.0149818930099991,fixed 999 per candidate
stageb_only,regression,500,256,bonferroni_fixed,exhaustive,0.35,0.8,0.5,200,1.0,1.0,1.0,0.0041116545550005,fixed 999 per candidate
stageb_only,regression,500,256,bonferroni_fixed,exhaustive,0.5,0.0,0.5,500,0.03,0.0150473707997556,0.0449526292002443,0.0563244332599997,fixed 999 per candidate
stageb_only,regression,500,256,bonferroni_fixed,exhaustive,0.5,0.2,0.5,200,0.245,0.1853929551143491,0.3046070448856509,0.0719639029300003,fixed 999 per candidate
stageb_only,regression,500,256,bonferroni_fixed,exhaustive,0.5,0.4,0.5,200,0.9,0.8584221212662311,0.941577878733769,0.0149880110600008,fixed 999 per candidate
stageb_only,regression,500,256,bonferroni_fixed,exhaustive,0.5,0.8,0.5,200,1.0,1.0,1.0,0.0041044509949995,fixed 999 per candidate
