study,task,n,k,threshold_test,stopping,repeats,censored,timeout_seconds,seconds_per_fit,seconds_min,seconds_max,depth
synthetic_scaling,regression,4000,64,bonferroni_fixed,exhaustive,3,False,1200.0,0.4236201310000069,0.4133015630000045,0.4768037280000499,0.0
synthetic_scaling,regression,4000,256,bonferroni,adaptive,3,False,1200.0,1.6972004319998175,1.6950728719998551,1.7587070510001013,7.0
synthetic_scaling,regression,4000,256,bonferroni,exhaustive,3,False,1200.0,9.086180069999957,9.005113590999827,9.199533473999963,7.0
synthetic_scaling,regression,4000,256,maxt,adaptive,3,False,1200.0,0.6400275180001245,0.6370984749999025,0.6418041920001087,9.0
synthetic_scaling,regression,4000,256,maxt,exhaustive,3,False,1200.0,1.5924784740000175,1.582301907999863,1.6463080179998997,7.666666666666667
synthetic_scaling,regression,4000,256,bonferroni_fixed,adaptive,3,False,1200.0,1.6769557519999123,1.675583478000135,1.72887915299998,7.0
synthetic_scaling,regression,4000,256,bonferroni_fixed,exhaustive,3,False,1200.0,1.0079755700000987,1.0064949519999118,1.0291672450000533,0.0
synthetic_scaling,regression,16000,16,bonferroni,adaptive,3,False,1200.0,0.8194621500001631,0.8104860129999452,0.820712192999963,10.0
synthetic_scaling,regression,16000,16,bonferroni,exhaustive,3,False,1200.0,1.0765104299998711,1.0695527349998883,1.1023260320000643,10.0
synthetic_scaling,regression,16000,16,maxt,adaptive,3,False,1200.0,0.7595168899999862,0.7253466960000878,0.7959639620000871,10.0
synthetic_scaling,regression,16000,16,maxt,exhaustive,3,False,1200.0,1.2866289559999586,1.279320414999802,1.3156573430001115,10.0
synthetic_scaling,regression,16000,16,bonferroni_fixed,adaptive,3,False,1200.0,0.7832495809998363,0.7575635389998752,0.8152761379999447,10.0
synthetic_scaling,regression,16000,16,bonferroni_fixed,exhaustive,3,False,1200.0,0.918179861999988,0.8659518990000379,0.918390606999992,10.0
synthetic_scaling,regression,16000,64,bonferroni,adaptive,3,False,1200.0,1.5159267870001258,1.4829728699999123,1.6241801749999922,9.0
synthetic_scaling,regression,16000,64,bonferroni,exhaustive,3,False,1200.0,4.037697697999874,4.031679015999998,4.049892231000058,9.0
synthetic_scaling,regression,16000,64,maxt,adaptive,3,False,1200.0,0.9804272080000374,0.9650368489999436,1.004179366000017,11.0
synthetic_scaling,regression,16000,64,maxt,exhaustive,3,False,1200.0,2.4144905260000087,2.39596388200016,2.453019112999982,10.0
synthetic_scaling,regression,16000,64,bonferroni_fixed,adaptive,3,False,1200.0,1.0618747470000471,1.034242360999997,1.0741911659999914,9.0
synthetic_scaling,regression,16000,64,bonferroni_fixed,exhaustive,3,False,1200.0,1.115855693999947,1.1021528380001655,1.137740266000037,0.0
synthetic_scaling,regression,16000,256,bonferroni,adaptive,3,False,1200.0,8.317828925999947,8.315062613999999,8.347301458999937,8.0
synthetic_scaling,regression,16000,256,bonferroni,exhaustive,3,False,1200.0,60.021707734000074,60.01624364400004,61.34119228199984,8.0
synthetic_scaling,regression,16000,256,maxt,adaptive,3,False,1200.0,1.6429226760001256,1.6282865010000478,1.6436818229999517,11.666666666666666
synthetic_scaling,regression,16000,256,maxt,exhaustive,3,False,1200.0,6.599154015000067,6.5360184020000816,6.613654345999976,10.0
synthetic_scaling,regression,16000,256,bonferroni_fixed,adaptive,3,False,1200.0,5.827834503000076,5.813137165999933,5.847002727000017,8.0
synthetic_scaling,regression,16000,256,bonferroni_fixed,exhaustive,3,False,1200.0,3.5460072979999495,3.4948063839999577,3.5556270609999956,0.0
