task,downstream_model,dataset,method_base,n_k,supported_k,start_k,end_k,start_rank,end_rank,delta_rank,mean_rank,best_rank,worst_rank,start_score,end_score,delta_score,mean_score
classification,svm,letter,rfe,2,"5,10",5,10,9.0,7.0,-2.0,8.0,7.0,9.0,0.7451256860238287,0.9226599837298762,0.17753429770604756,0.8338928348768524
classification,svm,letter,xgb,2,"5,10",5,10,6.0,3.0,-3.0,4.5,3.0,6.0,0.7557235877331243,0.9230169015311763,0.167293313798052,0.8393702446321503
classification,svm,madelon,boruta,5,"5,10,25,50,100",5,100,5.0,9.0,4.0,5.2,1.0,9.0,0.7565999999999999,0.6253,-0.13129999999999997,0.7437800000000001
classification,svm,madelon,cat,5,"5,10,25,50,100",5,100,6.0,4.0,-2.0,5.2,3.0,8.0,0.7497,0.633,-0.11670000000000003,0.7399800000000001
classification,svm,madelon,cif,5,"5,10,25,50,100",5,100,7.0,7.0,0.0,8.0,7.0,9.0,0.7309,0.6313,-0.09960000000000002,0.7190000000000001
classification,svm,madelon,cit,5,"5,10,25,50,100",5,100,3.0,12.0,9.0,10.8,3.0,13.0,0.7641,0.5949,-0.16920000000000002,0.66736
classification,svm,madelon,cpi,5,"5,10,25,50,100",5,100,14.0,14.0,0.0,14.0,14.0,14.0,0.5192,0.5714,0.052200000000000024,0.54026
classification,svm,madelon,et,5,"5,10,25,50,100",5,100,10.0,2.0,-8.0,4.4,1.0,10.0,0.7132,0.636,-0.07719999999999994,0.73384
classification,svm,madelon,lgbm,5,"5,10,25,50,100",5,100,2.0,6.0,4.0,3.8,2.0,6.0,0.7686,0.6315,-0.1371,0.74708
classification,svm,madelon,pi,5,"5,10,25,50,100",5,100,11.0,10.0,-1.0,11.0,10.0,12.0,0.6983,0.6083,-0.09000000000000008,0.6698
classification,svm,madelon,ptest_mc,5,"5,10,25,50,100",5,100,13.0,13.0,0.0,11.4,9.0,13.0,0.6727,0.5938,-0.07889999999999997,0.67828
classification,svm,madelon,ptest_rdc,5,"5,10,25,50,100",5,100,12.0,11.0,-1.0,11.2,11.0,12.0,0.6812,0.5992000000000001,-0.08199999999999996,0.67908
classification,svm,madelon,r_cforest,5,"5,10,25,50,100",5,100,9.0,1.0,-8.0,4.8,1.0,9.0,0.7192000000000001,0.6431,-0.07610000000000006,0.73684
classification,svm,madelon,r_ctree,5,"5,10,25,50,100",5,100,15.0,15.0,0.0,15.0,15.0,15.0,0.5008,0.5386,0.037799999999999945,0.51298
classification,svm,madelon,rf,5,"5,10,25,50,100",5,100,8.0,3.0,-5.0,4.8,3.0,8.0,0.7282,0.6348,-0.09339999999999993,0.73702
classification,svm,madelon,rfe,5,"5,10,25,50,100",5,100,4.0,5.0,1.0,6.0,3.0,10.0,0.7572,0.6329,-0.12429999999999997,0.73152
classification,svm,madelon,xgb,5,"5,10,25,50,100",5,100,1.0,8.0,7.0,4.4,1.0,8.0,0.7715000000000001,0.6257,-0.14580000000000004,0.7462000000000001
classification,svm,musk,boruta,5,"5,10,25,50,100",5,100,12.0,9.0,-3.0,7.8,1.0,12.0,0.8018370254796549,0.9610479758455164,0.15921095036586153,0.8963190290049402
classification,svm,musk,cat,5,"5,10,25,50,100",5,100,9.0,3.0,-6.0,5.2,2.0,9.0,0.8206359727093501,0.9704752088075338,0.14983923609818373,0.902380753552521
classification,svm,musk,cif,5,"5,10,25,50,100",5,100,1.0,13.0,12.0,8.0,1.0,13.0,0.8654148102037265,0.9477893978823648,0.08237458767863837,0.9027373012823678
classification,svm,musk,cit,5,"5,10,25,50,100",5,100,14.0,4.0,-10.0,7.4,1.0,14.0,0.7872836704271449,0.9690692308583002,0.18178556043115535,0.8953285228691371
classification,svm,musk,cpi,5,"5,10,25,50,100",5,100,11.0,6.0,-5.0,7.2,4.0,11.0,0.8170328066670042,0.968013105795637,0.15098029912863287,0.9010797874972649
classification,svm,musk,et,5,"5,10,25,50,100",5,100,7.0,15.0,8.0,9.4,3.0,15.0,0.8415153360412164,0.9399107542300882,0.09839541818887176,0.8986980636505434
classification,svm,musk,lgbm,5,"5,10,25,50,100",5,100,3.0,5.0,2.0,3.8,2.0,6.0,0.856892565197166,0.9690526863292379,0.11216012113207197,0.911325084481604
classification,svm,musk,pi,5,"5,10,25,50,100",5,100,13.0,7.0,-6.0,9.0,7.0,13.0,0.7956055062151212,0.9659970021497183,0.17039149593459713,0.89459870584315
classification,svm,musk,ptest_mc,5,"5,10,25,50,100",5,100,6.0,8.0,2.0,11.2,6.0,15.0,0.8430093615697787,0.9640846203589024,0.12107525878912373,0.8931612033111993
classification,svm,musk,ptest_rdc,5,"5,10,25,50,100",5,100,8.0,10.0,2.0,9.0,7.0,11.0,0.8249564893812023,0.9539382808490794,0.12898179146787714,0.8979363189604216
classification,svm,musk,r_cforest,5,"5,10,25,50,100",5,100,10.0,11.0,1.0,11.8,10.0,14.0,0.8194365543395097,0.9508682526602799,0.13143169832077017,0.887809554608795
classification,svm,musk,r_ctree,5,"5,10,25,50,100",5,100,15.0,2.0,-13.0,9.4,2.0,15.0,0.7460438409708288,0.9715325150916126,0.22548867412078388,0.8792031998097801
classification,svm,musk,rf,5,"5,10,25,50,100",5,100,2.0,14.0,12.0,9.4,2.0,15.0,0.861968003109101,0.944850296982698,0.08288229387359691,0.902322871338621
classification,svm,musk,rfe,5,"5,10,25,50,100",5,100,5.0,12.0,7.0,8.2,5.0,12.0,0.8441146424376116,0.9485314976240566,0.10441685518644506,0.9014008550375703
classification,svm,musk,xgb,5,"5,10,25,50,100",5,100,4.0,1.0,-3.0,3.2,1.0,5.0,0.8567428559454383,0.9723097666820102,0.11556691073657188,0.9127462511104101
classification,svm,orlraws10P,boruta,5,"5,10,25,50,100",5,100,11.0,8.0,-3.0,8.4,5.0,11.0,0.612,0.9359999999999999,0.32399999999999995,0.8251999999999999
classification,svm,orlraws10P,cat,5,"5,10,25,50,100",5,100,8.0,4.0,-4.0,5.0,4.0,8.0,0.738,0.958,0.21999999999999997,0.8835999999999998
classification,svm,orlraws10P,cif,5,"5,10,25,50,100",5,100,9.0,5.0,-4.0,7.2,5.0,9.0,0.7340000000000001,0.9520000000000001,0.21799999999999997,0.8632
classification,svm,orlraws10P,cit,5,"5,10,25,50,100",5,100,6.0,12.0,6.0,8.4,4.0,12.0,0.79,0.804,0.014000000000000012,0.8220000000000001
classification,svm,orlraws10P,cpi,5,"5,10,25,50,100",5,100,15.0,14.0,-1.0,14.8,14.0,15.0,0.418,0.73,0.312,0.5408
classification,svm,orlraws10P,et,5,"5,10,25,50,100",5,100,7.0,7.0,0.0,7.0,5.0,8.0,0.76,0.94,0.17999999999999994,0.8744
classification,svm,orlraws10P,lgbm,5,"5,10,25,50,100",5,100,1.0,2.0,1.0,1.4,1.0,2.0,0.8340000000000001,0.9740000000000001,0.14,0.9316000000000001
classification,svm,orlraws10P,pi,5,"5,10,25,50,100",5,100,14.0,13.0,-1.0,13.8,13.0,14.0,0.47600000000000003,0.76,0.284,0.602
classification,svm,orlraws10P,ptest_mc,5,"5,10,25,50,100",5,100,13.0,9.0,-4.0,12.0,9.0,13.0,0.48,0.878,0.398,0.6679999999999999
classification,svm,orlraws10P,ptest_rdc,5,"5,10,25,50,100",5,100,12.0,10.0,-2.0,11.2,10.0,12.0,0.5760000000000001,0.8759999999999999,0.2999999999999998,0.7312000000000001
classification,svm,orlraws10P,r_cforest,5,"5,10,25,50,100",5,100,10.0,11.0,1.0,10.4,9.0,11.0,0.64,0.84,0.19999999999999996,0.768
classification,svm,orlraws10P,r_ctree,5,"5,10,25,50,100",5,100,4.0,15.0,11.0,9.6,4.0,15.0,0.8059999999999999,0.7240000000000001,-0.08199999999999985,0.7828000000000002
classification,svm,orlraws10P,rf,5,"5,10,25,50,100",5,100,2.0,3.0,1.0,2.7,2.0,3.0,0.8320000000000001,0.96,0.1279999999999999,0.9204000000000001
classification,svm,orlraws10P,rfe,5,"5,10,25,50,100",5,100,3.0,6.0,3.0,5.8,3.0,7.0,0.828,0.948,0.12,0.8887999999999998
classification,svm,orlraws10P,xgb,5,"5,10,25,50,100",5,100,5.0,1.0,-4.0,2.3,1.0,5.0,0.802,0.976,0.17399999999999993,0.9251999999999999
classification,svm,page-blocks,boruta,2,"5,10",5,10,4.0,8.0,4.0,6.0,4.0,8.0,0.8986873836543847,0.857110913804543,-0.04157646984984176,0.8778991487294638
classification,svm,page-blocks,cat,2,"5,10",5,10,8.0,8.0,0.0,8.0,8.0,8.0,0.8838027736672407,0.857110913804543,-0.02669185986269773,0.8704568437358918
classification,svm,page-blocks,cif,2,"5,10",5,10,3.0,8.0,5.0,5.5,3.0,8.0,0.8987760914123075,0.857110913804543,-0.04166517760776456,0.8779435026084252
classification,svm,page-blocks,cit,2,"5,10",5,10,12.0,8.0,-4.0,10.0,8.0,12.0,0.878410936374456,0.857110913804543,-0.021300022569913035,0.8677609250894995
classification,svm,page-blocks,cpi,2,"5,10",5,10,10.0,8.0,-2.0,9.0,8.0,10.0,0.8794357922102537,0.857110913804543,-0.022324878405710735,0.8682733530073983
classification,svm,page-blocks,et,2,"5,10",5,10,1.0,8.0,7.0,4.5,1.0,8.0,0.9173040820797331,0.857110913804543,-0.06019316827519017,0.887207497942138
classification,svm,page-blocks,lgbm,2,"5,10",5,10,7.0,8.0,1.0,7.5,7.0,8.0,0.885848128537161,0.857110913804543,-0.028737214732618033,0.8714795211708519
classification,svm,page-blocks,pi,2,"5,10",5,10,9.0,8.0,-1.0,8.5,8.0,9.0,0.8825211355482014,0.857110913804543,-0.02541022174365848,0.8698160246763722
classification,svm,page-blocks,ptest_mc,2,"5,10",5,10,11.0,8.0,-3.0,9.5,8.0,11.0,0.8792922559561629,0.857110913804543,-0.02218134215161993,0.8682015848803529
classification,svm,page-blocks,ptest_rdc,2,"5,10",5,10,15.0,8.0,-7.0,11.5,8.0,15.0,0.8056812806380897,0.857110913804543,0.051429633166453215,0.8313960972213164
classification,svm,page-blocks,r_cforest,2,"5,10",5,10,13.0,8.0,-5.0,10.5,8.0,13.0,0.8767176452438463,0.857110913804543,-0.01960673143930336,0.8669142795241946
classification,svm,page-blocks,r_ctree,2,"5,10",5,10,14.0,8.0,-6.0,11.0,8.0,14.0,0.8284783082489047,0.857110913804543,0.02863260555563829,0.8427946110267238
classification,svm,page-blocks,rf,2,"5,10",5,10,2.0,8.0,6.0,5.0,2.0,8.0,0.9026921911815599,0.857110913804543,-0.04558127737701689,0.8799015524930514
classification,svm,page-blocks,rfe,2,"5,10",5,10,5.0,8.0,3.0,6.5,5.0,8.0,0.8891894417905116,0.857110913804543,-0.03207852798596866,0.8731501777975272
classification,svm,page-blocks,xgb,2,"5,10",5,10,6.0,8.0,2.0,7.0,6.0,8.0,0.8861506894978496,0.857110913804543,-0.029039775693306624,0.8716308016511962
classification,svm,pendigits,boruta,2,"5,10",5,10,15.0,15.0,0.0,15.0,15.0,15.0,0.753629822627467,0.9645012904590499,0.21087146783158284,0.8590655565432584
classification,svm,pendigits,cat,2,"5,10",5,10,5.0,10.0,5.0,7.5,5.0,10.0,0.8669126834099533,0.9783781784166259,0.11146549500667258,0.9226454309132897
classification,svm,pendigits,cif,2,"5,10",5,10,4.0,4.0,0.0,4.0,4.0,4.0,0.8744420057959317,0.9819283767876128,0.10748637099168112,0.9281851912917722
classification,svm,pendigits,cit,2,"5,10",5,10,8.0,3.0,-5.0,5.5,3.0,8.0,0.860365401885197,0.9836448178629474,0.1232794159777505,0.9220051098740722
classification,svm,pendigits,cpi,2,"5,10",5,10,10.0,1.0,-9.0,5.5,1.0,10.0,0.8536353109995658,0.9854932589501475,0.1318579479505817,0.9195642849748566
classification,svm,pendigits,et,2,"5,10",5,10,7.0,12.0,5.0,9.5,7.0,12.0,0.8648077537824643,0.9745817394301891,0.10977398564772478,0.9196947466063268
classification,svm,pendigits,lgbm,2,"5,10",5,10,12.0,7.0,-5.0,9.5,7.0,12.0,0.8488385627339996,0.9812105609115368,0.1323719981775372,0.9150245618227681
classification,svm,pendigits,pi,2,"5,10",5,10,1.0,2.0,1.0,1.5,1.0,2.0,0.8945475302030979,0.9841878039934302,0.08964027379033235,0.939367667098264
classification,svm,pendigits,ptest_mc,2,"5,10",5,10,14.0,14.0,0.0,14.0,14.0,14.0,0.8411031226470824,0.9712655211542068,0.1301623985071244,0.9061843219006447
classification,svm,pendigits,ptest_rdc,2,"5,10",5,10,11.0,13.0,2.0,12.0,11.0,13.0,0.850940267489796,0.9730436720613905,0.12210340457159452,0.9119919697755933
classification,svm,pendigits,r_cforest,2,"5,10",5,10,9.0,11.0,2.0,10.0,9.0,11.0,0.8592959450105462,0.9757934185379318,0.1164974735273856,0.917544681774239
classification,svm,pendigits,r_ctree,2,"5,10",5,10,3.0,5.0,2.0,4.0,3.0,5.0,0.8752331310400108,0.981351264076196,0.10611813303618522,0.9282921975581033
classification,svm,pendigits,rf,2,"5,10",5,10,6.0,8.0,2.0,7.0,6.0,8.0,0.8654364220628821,0.980719979596867,0.11528355753398489,0.9230782008298746
classification,svm,pendigits,rfe,2,"5,10",5,10,2.0,6.0,4.0,4.0,2.0,6.0,0.890403080154599,0.9813325097010757,0.09092942954647665,0.9358677949278373
classification,svm,pendigits,xgb,2,"5,10",5,10,13.0,9.0,-4.0,11.0,9.0,13.0,0.8459957641378142,0.9804918101967149,0.13449604605890075,0.9132437871672645
classification,svm,pixraw10P,boruta,5,"5,10,25,50,100",5,100,12.0,9.0,-3.0,9.4,7.0,12.0,0.784,0.958,0.17399999999999993,0.8976
classification,svm,pixraw10P,cat,5,"5,10,25,50,100",5,100,10.0,1.5,-8.5,2.9,1.0,10.0,0.8320000000000001,0.9840000000000001,0.15200000000000002,0.9408
classification,svm,pixraw10P,cif,5,"5,10,25,50,100",5,100,9.0,3.5,-5.5,5.7,3.5,9.0,0.846,0.982,0.136,0.9299999999999999
classification,svm,pixraw10P,cit,5,"5,10,25,50,100",5,100,7.0,8.0,1.0,7.2,5.0,9.0,0.86,0.966,0.10599999999999998,0.9248
classification,svm,pixraw10P,cpi,5,"5,10,25,50,100",5,100,13.5,12.5,-1.0,13.9,12.5,14.5,0.706,0.912,0.20600000000000007,0.7632
classification,svm,pixraw10P,et,5,"5,10,25,50,100",5,100,3.0,3.5,0.5,4.4,3.0,6.0,0.8859999999999999,0.982,0.09600000000000009,0.9380000000000001
classification,svm,pixraw10P,lgbm,5,"5,10,25,50,100",5,100,6.0,5.0,-1.0,3.4,2.0,6.0,0.8740000000000001,0.9740000000000001,0.09999999999999998,0.944
classification,svm,pixraw10P,pi,5,"5,10,25,50,100",5,100,13.5,12.5,-1.0,13.9,12.5,14.5,0.706,0.912,0.20600000000000007,0.7632
classification,svm,pixraw10P,ptest_mc,5,"5,10,25,50,100",5,100,11.0,10.0,-1.0,10.6,10.0,12.0,0.8240000000000001,0.9259999999999999,0.10199999999999987,0.8812
classification,svm,pixraw10P,ptest_rdc,5,"5,10,25,50,100",5,100,15.0,15.0,0.0,13.8,13.0,15.0,0.6779999999999999,0.86,0.18200000000000005,0.7504000000000001
classification,svm,pixraw10P,r_cforest,5,"5,10,25,50,100",5,100,8.0,14.0,6.0,11.3,8.0,14.0,0.85,0.89,0.040000000000000036,0.874
classification,svm,pixraw10P,r_ctree,5,"5,10,25,50,100",5,100,3.0,11.0,8.0,7.8,3.0,11.0,0.8859999999999999,0.914,0.028000000000000136,0.9119999999999999
classification,svm,pixraw10P,rf,5,"5,10,25,50,100",5,100,3.0,1.5,-1.5,2.8,1.5,3.5,0.8859999999999999,0.9840000000000001,0.0980000000000002,0.9464
classification,svm,pixraw10P,rfe,5,"5,10,25,50,100",5,100,1.0,7.0,6.0,7.7,1.0,11.5,0.904,0.97,0.06599999999999995,0.9144
classification,svm,pixraw10P,xgb,5,"5,10,25,50,100",5,100,5.0,6.0,1.0,5.2,4.0,6.0,0.88,0.9739999999999999,0.09399999999999986,0.9396000000000001
classification,svm,spam,boruta,4,"5,10,25,50",5,50,12.0,3.0,-9.0,9.0,3.0,13.0,0.8306026601758394,0.9292912926744696,0.09868863249863025,0.8884960178747612
classification,svm,spam,cat,4,"5,10,25,50",5,50,13.0,9.0,-4.0,8.5,2.0,13.0,0.8219609243824263,0.9286172992011469,0.10665637481872059,0.8944902785097085
classification,svm,spam,cif,4,"5,10,25,50",5,50,3.0,2.0,-1.0,2.75,1.0,5.0,0.8835007319621954,0.9293458681442252,0.04584513618202979,0.9119408962302383
classification,svm,spam,cit,4,"5,10,25,50",5,50,11.0,12.0,1.0,12.0,11.0,13.0,0.8420464769743721,0.9261673368750302,0.0841208599006581,0.889616979486429
classification,svm,spam,cpi,4,"5,10,25,50",5,50,7.0,11.0,4.0,8.5,6.0,11.0,0.8721032049872969,0.9261715155349285,0.054068310547631615,0.9053888328456807
classification,svm,spam,et,4,"5,10,25,50",5,50,6.0,8.0,2.0,6.5,5.0,8.0,0.8724319532177524,0.9286647368407616,0.05623278362300921,0.907049496302874
classification,svm,spam,lgbm,4,"5,10,25,50",5,50,2.0,4.0,2.0,3.25,2.0,4.0,0.8837857919612488,0.9291307735343698,0.045344981573120946,0.91174952069728
classification,svm,spam,pi,4,"5,10,25,50",5,50,8.0,10.0,2.0,9.25,8.0,11.0,0.8701562203355651,0.9263135180480536,0.05615729771248856,0.9045850299708569
classification,svm,spam,ptest_mc,4,"5,10,25,50",5,50,9.0,13.0,4.0,11.25,9.0,13.0,0.8561402811908018,0.9253175935761909,0.06917731238538916,0.8983156619887072
classification,svm,spam,ptest_rdc,4,"5,10,25,50",5,50,15.0,14.0,-1.0,14.75,14.0,15.0,0.7417570582439046,0.9228716006154362,0.18111454237153157,0.834129905977768
classification,svm,spam,r_cforest,4,"5,10,25,50",5,50,10.0,7.0,-3.0,8.75,7.0,10.0,0.8504170088027664,0.9289233907140633,0.07850638191129689,0.9004239505219311
classification,svm,spam,r_ctree,4,"5,10,25,50",5,50,14.0,15.0,1.0,14.25,14.0,15.0,0.7880224958575304,0.9173513571260749,0.12932886126854448,0.8539772206530157
classification,svm,spam,rf,4,"5,10,25,50",5,50,5.0,1.0,-4.0,4.75,1.0,7.0,0.8749938538648029,0.9297482834444872,0.05475442957968435,0.9080566660362328
classification,svm,spam,rfe,4,"5,10,25,50",5,50,4.0,5.0,1.0,4.0,3.0,5.0,0.8811998476372912,0.9291055316930315,0.04790568405574025,0.9108700219217878
classification,svm,spam,xgb,4,"5,10,25,50",5,50,1.0,6.0,5.0,2.5,1.0,6.0,0.8843323374373969,0.9289625139223228,0.04463017648492584,0.9123574270473921
classification,svm,vowel-context,boruta,2,"5,10",5,10,1.0,8.0,7.0,4.5,1.0,8.0,0.8228282828282828,0.936969696969697,0.11414141414141421,0.87989898989899
classification,svm,vowel-context,cat,2,"5,10",5,10,11.0,8.0,-3.0,9.5,8.0,11.0,0.7997979797979798,0.936969696969697,0.13717171717171717,0.8683838383838385
classification,svm,vowel-context,cif,2,"5,10",5,10,2.0,8.0,6.0,5.0,2.0,8.0,0.8208080808080809,0.936969696969697,0.11616161616161613,0.8788888888888889
classification,svm,vowel-context,cit,2,"5,10",5,10,14.0,8.0,-6.0,11.0,8.0,14.0,0.7791919191919192,0.936969696969697,0.1577777777777778,0.8580808080808081
classification,svm,vowel-context,cpi,2,"5,10",5,10,10.0,8.0,-2.0,9.0,8.0,10.0,0.8,0.936969696969697,0.13696969696969696,0.8684848484848485
classification,svm,vowel-context,et,2,"5,10",5,10,7.0,8.0,1.0,7.5,7.0,8.0,0.8038383838383838,0.936969696969697,0.1331313131313132,0.8704040404040404
classification,svm,vowel-context,lgbm,2,"5,10",5,10,5.0,8.0,3.0,6.5,5.0,8.0,0.8101010101010101,0.936969696969697,0.1268686868686869,0.8735353535353536
classification,svm,vowel-context,pi,2,"5,10",5,10,12.0,8.0,-4.0,10.0,8.0,12.0,0.7967676767676768,0.936969696969697,0.14020202020202022,0.8668686868686869
classification,svm,vowel-context,ptest_mc,2,"5,10",5,10,9.0,8.0,-1.0,8.5,8.0,9.0,0.8020202020202021,0.936969696969697,0.13494949494949493,0.8694949494949495
classification,svm,vowel-context,ptest_rdc,2,"5,10",5,10,13.0,8.0,-5.0,10.5,8.0,13.0,0.7923232323232322,0.936969696969697,0.1446464646464648,0.8646464646464647
classification,svm,vowel-context,r_cforest,2,"5,10",5,10,8.0,8.0,0.0,8.0,8.0,8.0,0.803030303030303,0.936969696969697,0.13393939393939402,0.87
classification,svm,vowel-context,r_ctree,2,"5,10",5,10,15.0,8.0,-7.0,11.5,8.0,15.0,0.7195959595959596,0.936969696969697,0.21737373737373744,0.8282828282828283
classification,svm,vowel-context,rf,2,"5,10",5,10,6.0,8.0,2.0,7.0,6.0,8.0,0.8054545454545454,0.936969696969697,0.13151515151515158,0.8712121212121212
classification,svm,vowel-context,rfe,2,"5,10",5,10,3.0,8.0,5.0,5.5,3.0,8.0,0.8143434343434344,0.936969696969697,0.12262626262626264,0.8756565656565657
classification,svm,vowel-context,xgb,2,"5,10",5,10,4.0,8.0,4.0,6.0,4.0,8.0,0.8113131313131313,0.936969696969697,0.1256565656565657,0.8741414141414141
classification,svm,warpAR10P,boruta,5,"5,10,25,50,100",5,100,10.0,7.0,-3.0,8.4,7.0,10.0,0.456,0.8759999999999999,0.4199999999999999,0.692
classification,svm,warpAR10P,cat,5,"5,10,25,50,100",5,100,9.0,8.0,-1.0,8.2,7.0,9.0,0.5253333333333333,0.8533333333333333,0.32799999999999996,0.7190666666666665
classification,svm,warpAR10P,cif,5,"5,10,25,50,100",5,100,2.0,2.0,0.0,3.0,2.0,4.0,0.6393333333333334,0.9206666666666666,0.2813333333333332,0.8001333333333334
classification,svm,warpAR10P,cit,5,"5,10,25,50,100",5,100,6.0,13.0,7.0,9.0,6.0,13.0,0.576,0.6206666666666666,0.04466666666666663,0.6373333333333333
classification,svm,warpAR10P,cpi,5,"5,10,25,50,100",5,100,15.0,11.0,-4.0,14.0,11.0,15.0,0.25066666666666665,0.628,0.37733333333333335,0.3827999999999999
classification,svm,warpAR10P,et,5,"5,10,25,50,100",5,100,3.0,6.0,3.0,5.2,3.0,6.0,0.6033333333333333,0.8793333333333332,0.2759999999999999,0.7685333333333333
classification,svm,warpAR10P,lgbm,5,"5,10,25,50,100",5,100,7.0,1.0,-6.0,3.0,1.0,7.0,0.5586666666666666,0.9253333333333333,0.3666666666666667,0.7949333333333334
classification,svm,warpAR10P,pi,5,"5,10,25,50,100",5,100,12.0,12.0,0.0,12.4,12.0,13.0,0.30266666666666664,0.6246666666666666,0.32199999999999995,0.4590666666666666
classification,svm,warpAR10P,ptest_mc,5,"5,10,25,50,100",5,100,11.0,9.0,-2.0,9.8,9.0,11.0,0.37199999999999994,0.7726666666666666,0.40066666666666667,0.6001333333333333
classification,svm,warpAR10P,ptest_rdc,5,"5,10,25,50,100",5,100,14.0,10.0,-4.0,12.6,10.0,14.0,0.26666666666666666,0.752,0.48533333333333334,0.4610666666666667
classification,svm,warpAR10P,r_cforest,5,"5,10,25,50,100",5,100,13.0,15.0,2.0,13.8,12.0,15.0,0.29533333333333334,0.48133333333333334,0.186,0.39759999999999995
classification,svm,warpAR10P,r_ctree,5,"5,10,25,50,100",5,100,8.0,14.0,6.0,10.4,8.0,14.0,0.5546666666666666,0.5246666666666667,-0.029999999999999916,0.5877333333333333
classification,svm,warpAR10P,rf,5,"5,10,25,50,100",5,100,5.0,4.0,-1.0,5.2,4.0,7.0,0.5806666666666667,0.8919999999999999,0.31133333333333324,0.768
classification,svm,warpAR10P,rfe,5,"5,10,25,50,100",5,100,1.0,3.0,2.0,1.8,1.0,3.0,0.6773333333333333,0.9159999999999999,0.23866666666666658,0.8177333333333333
classification,svm,warpAR10P,xgb,5,"5,10,25,50,100",5,100,4.0,5.0,1.0,3.2,1.0,5.0,0.5886666666666667,0.8853333333333333,0.29666666666666663,0.7953333333333333
classification,svm,warpPIE10P,boruta,5,"5,10,25,50,100",5,100,15.0,9.0,-6.0,11.9,9.0,15.0,0.5128,0.9640000000000001,0.45120000000000005,0.79472
classification,svm,warpPIE10P,cat,5,"5,10,25,50,100",5,100,2.0,3.0,1.0,2.6,2.0,3.0,0.7615999999999999,0.9806,0.21900000000000008,0.91288
classification,svm,warpPIE10P,cif,5,"5,10,25,50,100",5,100,4.0,5.0,1.0,5.0,4.0,6.0,0.728,0.973,0.245,0.8988800000000001
classification,svm,warpPIE10P,cit,5,"5,10,25,50,100",5,100,6.0,11.0,5.0,8.6,6.0,11.0,0.7026,0.9106000000000001,0.20800000000000007,0.86004
classification,svm,warpPIE10P,cpi,5,"5,10,25,50,100",5,100,7.0,15.0,8.0,12.6,7.0,15.0,0.6914,0.7754000000000001,0.08400000000000007,0.7434000000000001
classification,svm,warpPIE10P,et,5,"5,10,25,50,100",5,100,5.0,6.0,1.0,5.8,4.0,7.0,0.7172,0.971,0.2538,0.8922399999999999
classification,svm,warpPIE10P,lgbm,5,"5,10,25,50,100",5,100,11.0,2.0,-9.0,4.8,1.0,11.0,0.6342,0.9873999999999999,0.35319999999999996,0.88164
classification,svm,warpPIE10P,pi,5,"5,10,25,50,100",5,100,10.0,13.0,3.0,12.4,10.0,13.0,0.644,0.8554,0.21140000000000003,0.76252
classification,svm,warpPIE10P,ptest_mc,5,"5,10,25,50,100",5,100,9.0,8.0,-1.0,8.6,8.0,10.0,0.6531999999999999,0.9684,0.31520000000000015,0.8613199999999999
